carat,cut,color,clarity,price,x
1.23,Ideal,F,VS2,9547,6.94
0.23,Very Good,F,VVS2,530,3.96
1.51,Ideal,G,SI2,9391,7.31
0.7,Ideal,H,SI2,2110,5.71
1.05,Fair,F,SI2,3615,6.3
0.9,Very Good,I,VS1,3484,6.06
0.54,Ideal,G,VS1,1957,5.29
1.0,Very Good,F,SI2,4081,6.31
0.73,Ideal,I,VS1,2167,5.77
2.0,Premium,I,VS2,16694,8.07
0.53,Good,E,SI2,1141,5.16
0.31,Ideal,G,VS2,698,4.37
1.5,Premium,H,VS1,10584,7.53
1.0,Premium,E,VS2,6272,6.29
0.42,Ideal,G,VVS1,1235,4.86
0.9,Very Good,H,VS2,4064,6.11
0.73,Ideal,D,VS2,3528,5.78
1.01,Premium,E,SI2,4044,6.47
1.01,Fair,G,SI1,4102,6.15
0.63,Premium,E,IF,2879,5.55
0.35,Ideal,F,VVS1,994,4.58
1.58,Very Good,E,SI1,12844,7.38
1.51,Premium,D,SI1,11760,7.27
0.23,Very Good,H,VVS2,431,3.92
0.46,Ideal,I,VVS2,1006,4.96
0.3,Premium,G,VS2,526,4.28
0.78,Ideal,H,SI2,2012,5.89
2.02,Fair,J,SI2,9853,7.93
1.19,Premium,I,SI2,4498,6.95
1.0,Fair,D,SI1,4704,6.24
1.01,Premium,F,SI2,4416,6.39
1.09,Ideal,H,SI1,4871,6.64
0.59,Ideal,F,SI1,1561,5.41
0.32,Ideal,E,VVS1,814,4.38
0.26,Good,F,VS1,373,4.06
0.84,Very Good,D,VS1,4443,6.06
0.95,Premium,F,SI2,2867,6.49
0.33,Premium,E,VVS2,741,4.44
0.25,Ideal,G,VVS1,582,4.01
0.31,Ideal,E,VVS2,1046,4.43
0.5,Very Good,G,SI1,1197,5.06
1.0,Premium,D,SI2,4626,6.45
0.4,Ideal,F,VVS2,1163,4.74
0.41,Ideal,F,VS2,863,4.8
0.61,Premium,F,VVS2,2392,5.56
0.81,Ideal,E,SI1,3109,5.92
0.32,Ideal,G,VS2,561,4.43
0.56,Ideal,G,VS1,1837,5.34
0.5,Very Good,H,VS1,1410,5.04
0.31,Premium,G,VS2,544,4.3
0.38,Ideal,D,SI2,633,4.65
0.27,Good,E,VS1,377,4.24
0.79,Ideal,F,SI1,3081,5.93
1.0,Very Good,F,VS2,5929,6.3
1.0,Premium,E,SI2,4390,6.38
0.7,Ideal,F,VVS1,4951,5.72
0.58,Ideal,D,VS1,2067,5.41
0.72,Premium,J,SI1,1579,5.87
0.54,Ideal,D,VVS2,2671,5.22
0.73,Ideal,G,VVS1,3667,5.79
0.31,Premium,I,SI1,537,4.38
0.43,Premium,D,SI1,830,4.89
0.3,Ideal,H,IF,1013,4.31
0.54,Ideal,G,VVS2,1985,5.22
0.41,Very Good,E,VVS2,1133,4.75
1.13,Ideal,E,VVS2,11115,6.69
0.39,Good,E,VVS2,943,4.73
0.7,Good,H,VS2,2347,5.75
1.51,Very Good,F,VVS2,17317,7.32
2.0,Premium,F,SI1,18493,8.1
0.71,Ideal,E,VVS1,4231,5.68
0.74,Ideal,F,VS1,3170,5.83
1.21,Fair,E,SI2,4926,6.62
0.36,Premium,E,VS2,1013,4.56
0.57,Ideal,F,VS2,2096,5.37
0.9,Ideal,H,VS2,4369,6.17
0.53,Ideal,D,VS2,1956,5.18
0.65,Very Good,I,VVS2,1828,5.52
1.55,Very Good,G,SI2,8873,7.31
0.41,Premium,H,VVS2,999,4.86
0.72,Ideal,E,SI1,3012,5.85
0.51,Premium,G,SI1,1312,5.19
0.91,Fair,H,SI1,2854,6.04
0.92,Very Good,H,VS1,4721,6.34
1.01,Very Good,F,SI2,4121,6.44
2.01,Good,I,VS2,16003,7.87
1.65,Premium,G,I1,6788,7.53
0.31,Ideal,G,VVS1,1046,4.39
0.31,Ideal,F,VVS1,840,4.37
0.3,Ideal,D,VVS1,1069,4.36
1.02,Very Good,H,SI2,3713,6.36
1.21,Ideal,G,VS1,6025,6.77
0.34,Ideal,E,SI1,765,4.53
1.0,Very Good,G,VVS2,7177,6.37
0.31,Premium,E,VS1,816,4.37
0.9,Very Good,D,SI1,4693,6.14
0.5,Good,G,SI2,1009,4.98
0.71,Premium,G,SI1,2386,5.71
1.06,Premium,H,SI1,5075,6.61
0.71,Ideal,E,VS2,3035,5.83
0.57,Good,F,SI2,1280,5.32
1.9,Ideal,I,SI2,12165,8.0
1.51,Premium,G,VS2,11480,7.38
0.36,Ideal,D,VS2,1094,4.58
1.01,Ideal,E,SI1,5751,6.56
2.32,Ideal,I,SI2,17516,8.45
1.01,Very Good,F,SI2,4425,6.56
0.59,Ideal,F,SI2,1371,5.45
0.36,Ideal,D,SI1,663,4.54
1.0,Good,F,SI2,3858,6.62
1.2,Premium,E,VS1,10053,6.89
0.9,Very Good,H,VS2,4255,6.3
1.54,Premium,I,SI2,7727,7.46
0.31,Ideal,G,SI1,493,4.38
1.09,Premium,G,SI1,4322,6.56
0.41,Premium,G,VVS1,1148,4.85
0.55,Ideal,D,VS2,1768,5.31
1.53,Premium,I,VS2,10013,7.36
0.92,Premium,I,VS2,3895,6.28
1.03,Premium,I,SI1,4362,6.46
0.7,Good,F,VS2,2373,5.6
0.29,Ideal,F,VS1,555,4.26
1.5,Very Good,I,SI1,8127,7.46
0.58,Ideal,E,SI2,1346,5.3
1.02,Ideal,D,SI1,7564,6.4
0.54,Ideal,E,VS1,1939,5.17
1.3,Very Good,I,VS2,6290,6.88
0.46,Very Good,E,VS1,1452,5.08
1.0,Ideal,D,VS1,7966,6.4
1.04,Good,G,VS2,5535,6.53
1.19,Ideal,I,VS1,7328,6.81
0.5,Very Good,H,VVS2,1569,5.03
1.19,Ideal,I,IF,7207,6.78
1.22,Premium,E,SI1,7395,6.8
0.8,Ideal,D,SI1,3011,5.89
0.75,Ideal,G,VS2,2991,5.91
0.9,Good,F,VS2,4268,6.03
1.2,Very Good,F,VS1,9203,6.81
0.31,Ideal,G,SI2,429,4.34
1.55,Very Good,H,SI1,7066,7.35
1.5,Very Good,J,VS1,8014,7.19
1.0,Good,D,VS2,7114,6.36
0.3,Ideal,F,IF,886,4.34
0.38,Ideal,G,VVS1,993,4.67
1.7,Ideal,I,VS1,12030,7.75
1.04,Very Good,G,VS2,6232,6.48
0.7,Ideal,F,SI1,2700,5.75
0.53,Ideal,G,VS1,1727,5.22
1.09,Good,D,IF,16406,6.75
0.26,Ideal,I,VS1,578,4.08
0.7,Ideal,F,VS1,3199,5.67
0.77,Ideal,G,VS2,3544,5.84
1.01,Very Good,D,VS2,7448,6.34
2.22,Fair,J,I1,5607,8.04
0.7,Very Good,D,SI1,3075,5.64
1.01,Ideal,G,SI2,4803,6.44
0.92,Fair,F,SI2,3282,6.12
1.39,Premium,G,SI1,7991,7.24
0.57,Very Good,F,SI1,1364,5.37
1.01,Premium,F,VS2,6097,6.43
1.11,Very Good,D,SI2,5042,6.72
0.5,Premium,D,VS2,1752,5.04
0.71,Ideal,E,VVS2,4124,5.7
1.03,Ideal,G,VS2,7726,6.51
0.37,Ideal,F,VVS1,1406,4.75
0.78,Ideal,D,VS2,4183,5.87
0.67,Good,G,SI1,1811,5.58
0.9,Ideal,J,SI1,3102,6.16
0.31,Ideal,E,VS2,872,4.4
0.93,Premium,E,I1,2647,6.23
1.44,Good,G,VS1,9677,7.01
1.01,Premium,F,SI1,4829,6.53
0.51,Ideal,E,SI1,1355,5.17
0.38,Premium,E,VS2,1112,4.77
0.33,Good,G,SI1,492,4.39
0.51,Ideal,E,SI1,1377,5.15
0.63,Ideal,E,VVS1,3161,5.48
0.52,Premium,E,I1,1037,5.2
0.51,Ideal,D,VS2,1678,5.1
0.53,Ideal,H,SI1,1205,5.21
0.52,Ideal,G,VS2,1428,5.15
1.2,Premium,G,VS2,7258,6.91
0.74,Very Good,F,SI1,2583,5.89
1.0,Very Good,E,SI2,4312,6.39
2.07,Premium,I,SI2,15055,8.32
1.46,Fair,H,SI2,5723,7.61
1.13,Ideal,G,VS1,8051,6.71
0.9,Very Good,F,VS2,5218,6.16
0.8,Premium,G,IF,4193,5.93
0.53,Ideal,D,VVS1,2905,5.16
0.33,Ideal,E,VS1,781,4.5
0.43,Premium,G,VVS1,1207,4.8
0.73,Ideal,I,VS1,2596,5.77
0.9,Very Good,E,VS2,4858,6.13
0.32,Ideal,F,VS1,900,4.4
0.3,Premium,G,VVS1,789,4.26
1.16,Premium,F,SI2,5164,6.72
0.7,Very Good,G,SI1,2674,5.8
0.61,Very Good,E,SI1,1829,5.43
0.3,Ideal,G,VS1,776,4.32
0.41,Ideal,E,VS1,1153,4.76
1.23,Premium,H,VS2,6577,6.94
0.3,Very Good,E,SI1,526,4.27
1.52,Fair,H,SI1,8818,7.39
0.32,Premium,J,VS1,421,4.33
1.06,Premium,D,SI2,4483,6.63
1.8,Very Good,E,SI1,17273,7.81
0.3,Ideal,E,VS2,658,4.25
0.41,Ideal,I,VVS1,891,4.77
0.72,Ideal,F,SI2,2058,5.74
1.21,Ideal,I,VS1,7111,6.89
1.34,Premium,G,VVS2,11118,7.16
1.01,Premium,H,SI1,4191,6.54
1.7,Fair,G,VS2,14860,7.51
0.4,Very Good,E,SI1,687,4.68
1.56,Premium,J,VS2,7763,7.41
0.57,Very Good,F,VVS1,2591,5.31
0.3,Ideal,F,VVS1,1114,4.31
1.09,Fair,H,SI1,5085,6.49
0.34,Ideal,F,VVS2,712,4.47
1.0,Very Good,D,SI1,5390,6.3
0.32,Ideal,E,VS2,702,4.37
0.97,Ideal,I,I1,2239,6.4
0.42,Ideal,H,VS1,1048,4.87
0.52,Premium,G,VVS2,1707,5.15
0.52,Very Good,D,VS1,1860,5.03
1.01,Very Good,G,VS1,6618,6.38
1.15,Premium,G,SI1,5851,6.76
1.01,Ideal,I,SI1,4872,6.53
0.31,Ideal,D,VVS2,982,4.38
0.76,Premium,G,SI2,2364,5.81
0.91,Very Good,E,VS1,5259,6.17
0.28,Ideal,G,VVS1,522,4.16
1.01,Very Good,F,VS2,6288,6.44
0.33,Very Good,F,VS1,772,4.48
2.06,Ideal,I,VS2,15691,8.39
1.33,Ideal,J,VS1,6118,7.11
0.31,Very Good,E,SI1,651,4.29
0.73,Premium,H,VS2,2496,5.76
0.36,Ideal,G,VVS2,1053,4.56
0.71,Good,F,SI1,2396,5.49
1.0,Fair,G,VS2,4435,6.03
0.4,Good,H,VS2,945,4.82
0.9,Good,E,VS2,3948,6.06
0.37,Ideal,D,VS2,1124,4.63
0.5,Ideal,D,VS2,1690,5.09
0.3,Ideal,J,VVS1,464,4.31
0.72,Ideal,I,VS1,2868,5.72
0.31,Ideal,F,IF,914,4.32
0.32,Ideal,E,VS2,702,4.36
0.31,Ideal,D,SI2,462,4.33
1.53,Very Good,E,VS2,14282,7.49
1.02,Ideal,D,SI1,6157,6.48
0.71,Premium,F,SI2,2331,5.8
1.5,Very Good,J,VVS2,8427,7.28
0.4,Ideal,I,VVS1,870,4.72
0.71,Very Good,E,VS2,2964,5.68
0.46,Good,G,VVS2,1245,4.98
1.54,Premium,J,VVS2,8652,7.45
0.31,Very Good,G,VVS1,1046,4.35
0.56,Ideal,D,VS2,2066,5.31
0.32,Ideal,E,VVS2,842,4.4
2.01,Fair,J,SI1,11212,7.74
1.01,Ideal,D,VVS2,10797,6.53
0.43,Premium,F,SI1,792,4.77
0.9,Premium,H,VS2,3919,6.18
0.56,Very Good,F,VS1,1929,5.32
1.0,Very Good,H,VS2,5883,6.23
0.32,Premium,E,SI2,576,4.44
0.53,Ideal,G,VVS2,1946,5.21
0.41,Premium,H,SI1,683,4.79
1.0,Good,E,SI1,4573,6.31
0.55,Ideal,G,VVS1,2077,5.35
2.13,Premium,I,SI1,13370,8.18
1.24,Premium,G,VS1,7800,6.92
0.31,Ideal,I,VS1,502,4.35
1.28,Premium,H,SI2,5949,7.02
2.18,Ideal,I,SI2,15850,8.34
0.3,Premium,D,SI2,447,4.29
1.16,Premium,F,SI2,5072,6.71
0.92,Very Good,D,SI2,3823,6.18
0.41,Ideal,J,VS2,637,4.78
2.04,Premium,J,VS2,13477,8.04
1.5,Premium,I,SI2,7715,7.34
1.21,Ideal,H,VS2,7426,6.78
0.54,Premium,H,VVS1,1944,5.25
0.69,Good,F,SI1,1951,5.75
0.39,Very Good,E,VS1,914,4.67
1.64,Ideal,I,VS1,11305,7.68
0.4,Good,F,VVS2,936,4.66
1.01,Fair,G,VS2,4887,6.25
1.0,Good,E,SI1,5784,6.35
1.21,Premium,J,VS2,4268,6.83
0.71,Very Good,F,VS1,2889,5.69
0.41,Premium,E,SI1,755,4.75
0.7,Fair,H,SI1,1803,5.54
1.1,Ideal,I,SI2,3216,6.65
0.55,Ideal,I,VS2,1281,5.27
1.0,Premium,H,SI1,4389,6.52
2.24,Premium,I,SI2,16097,8.36
0.33,Ideal,D,SI1,780,4.44
1.74,Good,H,SI1,12032,7.74
0.25,Very Good,F,VVS2,575,4.1
0.5,Premium,G,VVS2,1806,5.1
0.43,Ideal,G,VVS1,1207,4.82
0.31,Premium,D,SI2,593,4.31
0.5,Good,E,VS2,1348,4.98
0.91,Premium,H,VVS1,5032,6.16
1.02,Ideal,D,VVS2,11573,6.41
0.53,Ideal,F,VS1,1818,5.25
0.3,Ideal,G,VVS2,684,4.29
0.39,Ideal,F,VVS1,1124,4.69
0.58,Ideal,E,VS2,1884,5.33
0.53,Ideal,G,VS2,1607,5.31
0.91,Very Good,F,SI1,4437,6.22
0.3,Ideal,F,VS1,612,4.31
0.72,Ideal,G,VS2,3547,5.81
0.51,Ideal,H,VS1,1668,5.14
1.04,Very Good,G,IF,8655,6.52
1.28,Ideal,H,SI2,6451,6.92
1.05,Ideal,G,VS2,6981,6.51
0.29,Very Good,D,VVS2,664,4.2
0.5,Fair,D,VVS2,1980,4.95
1.11,Ideal,J,SI1,4497,6.57
0.49,Premium,H,SI2,1011,5.17
0.62,Ideal,E,VS2,2208,5.46
0.32,Ideal,G,VS1,718,4.37
0.4,Ideal,G,SI2,870,4.82
0.96,Ideal,F,VS1,5767,6.34
0.72,Premium,F,VS2,2724,5.78
0.43,Good,D,SI2,669,4.79
2.52,Fair,G,I1,10076,8.39
0.31,Very Good,G,VVS1,816,4.34
1.0,Premium,E,VS2,6720,6.43
0.5,Ideal,G,VVS1,1966,5.1
0.38,Premium,H,SI1,812,4.66
0.7,Very Good,E,VS2,2793,5.66
0.26,Very Good,F,VVS1,597,4.08
1.0,Premium,E,SI2,4620,6.44
0.31,Premium,G,VS1,802,4.38
0.7,Ideal,D,SI1,2726,5.73
0.71,Very Good,J,SI2,1986,5.76
1.02,Very Good,H,VS2,4604,6.4
1.02,Very Good,H,SI1,4875,6.47
0.9,Premium,H,SI2,2927,6.32
0.9,Ideal,E,SI2,4091,6.13
1.02,Ideal,G,VS1,7192,6.49
1.05,Ideal,F,VVS1,12273,6.51
0.73,Premium,E,SI2,2409,5.87
0.25,Very Good,F,VVS2,633,4.1
1.11,Good,D,SI1,6088,6.83
0.7,Very Good,H,VS2,2042,5.66
0.33,Ideal,G,VVS1,820,4.41
0.5,Very Good,E,SI1,1316,5.09
0.59,Ideal,I,VVS1,1742,5.43
0.31,Good,E,VVS1,826,4.4
0.53,Very Good,E,SI2,1174,5.13
0.3,Very Good,D,SI1,552,4.27
0.71,Very Good,E,VS2,2437,5.66
1.0,Ideal,E,SI1,5555,6.39
0.8,Good,E,SI2,2640,6.13
0.54,Ideal,F,VS2,1786,5.25
0.3,Very Good,F,SI1,500,4.25
0.95,Ideal,H,SI1,4958,6.31
0.56,Ideal,I,VVS1,1743,5.35
1.51,Premium,I,SI2,6173,7.41
1.11,Fair,J,SI2,4056,6.44
0.32,Premium,G,VS2,672,4.44
0.6,Ideal,E,VS1,2306,5.36
0.9,Premium,D,VS2,4914,6.17
1.01,Very Good,G,SI1,4707,6.34
0.9,Ideal,H,SI1,4740,6.17
1.01,Very Good,E,VS2,6399,6.51
0.52,Ideal,I,VS2,1214,5.19
0.5,Very Good,H,SI1,1133,5.06
0.54,Ideal,H,VS1,1637,5.24
1.31,Premium,I,VS1,5759,7.07
0.37,Ideal,I,VVS2,632,4.62
0.56,Ideal,E,VS2,1819,5.27
1.0,Premium,E,I1,3584,6.41
0.56,Premium,I,VVS1,1698,5.28
0.32,Premium,G,VS1,645,4.4
0.63,Fair,H,SI2,1235,5.33
0.39,Ideal,F,SI1,707,4.73
1.52,Ideal,I,VS1,9483,7.42
0.9,Very Good,F,SI1,4232,6.09
0.3,Premium,J,VS1,394,4.22
1.06,Premium,I,SI1,4452,6.61
0.32,Premium,I,SI1,554,4.37
0.41,Premium,E,SI2,818,4.73
0.41,Ideal,F,VVS2,1192,4.82
1.5,Very Good,G,VS2,13239,7.26
0.59,Premium,G,VS1,1991,5.46
0.7,Premium,F,SI1,2423,5.73
2.0,Good,H,VS2,18023,7.88
0.3,Very Good,G,VVS2,684,4.24
1.55,Ideal,I,SI2,8056,7.49
1.08,Ideal,G,VS2,6706,6.62
0.39,Good,F,SI1,718,4.62
1.37,Premium,H,VS2,6337,7.22
1.5,Good,E,SI2,8492,7.06
0.99,Fair,J,SI1,2949,6.57
1.13,Ideal,E,SI1,6563,6.66
0.23,Very Good,E,VVS2,505,3.93
0.84,Fair,D,SI2,2167,5.92
0.6,Ideal,I,SI1,1295,5.43
0.39,Good,F,VS2,788,4.63
0.41,Ideal,E,VS1,1144,4.82
0.31,Very Good,F,VS2,625,4.32
0.33,Ideal,G,VVS2,752,4.45
0.8,Ideal,H,VS1,3111,5.89
0.42,Ideal,H,VS1,830,4.82
0.32,Ideal,E,VS2,702,4.38
1.01,Ideal,G,VVS2,8662,6.51
0.38,Ideal,D,VS1,1067,4.64
1.0,Fair,G,VS2,5161,6.26
0.51,Ideal,G,VS2,1546,5.12
1.03,Ideal,G,VS2,6146,6.65
0.5,Ideal,H,VS2,1279,5.11
1.03,Ideal,G,SI2,3692,6.56
0.63,Premium,E,SI1,1846,5.68
0.8,Premium,E,SI2,2939,6.03
0.48,Good,G,VS1,1228,5.09
0.34,Premium,H,VS1,596,4.46
0.31,Premium,F,IF,914,4.36
0.5,Very Good,E,SI2,1154,5.09
0.57,Ideal,E,VS2,2491,5.35
2.02,Very Good,G,SI2,9853,8.03
2.04,Premium,F,SI2,18231,8.24
0.33,Ideal,G,VVS2,713,4.47
1.01,Ideal,H,SI2,4693,6.44
1.57,Ideal,F,SI1,12432,7.55
1.51,Very Good,I,SI2,7441,7.28
0.31,Good,E,SI1,544,4.33
0.5,Good,D,SI1,1190,5.25
0.73,Ideal,G,VS2,3389,5.85
1.02,Very Good,E,VS2,6816,6.36
0.3,Ideal,H,VVS2,776,4.34
0.71,Premium,G,VS1,2825,5.73
0.33,Very Good,I,SI1,572,4.38
0.5,Good,E,SI2,1000,5.02
0.51,Premium,G,VVS2,2035,5.17
0.53,Ideal,G,IF,2372,5.16
1.0,Good,I,VVS1,4445,6.58
0.51,Ideal,G,VS1,1668,5.1
0.32,Premium,E,VVS2,1080,4.5
0.31,Premium,G,IF,988,4.36
1.01,Ideal,E,SI1,5235,6.38
0.31,Ideal,E,VVS2,710,4.3
1.05,Ideal,D,SI2,5110,6.5
1.05,Good,G,SI2,4241,6.49
0.35,Ideal,H,VS1,646,4.53
0.78,Premium,F,SI1,2826,5.97
0.53,Very Good,F,SI2,1132,5.19
0.81,Very Good,G,SI1,2733,6.06
1.0,Fair,E,SI1,4435,6.15
0.41,Ideal,D,SI1,1015,4.79
1.24,Ideal,J,VS2,5361,6.88
0.31,Good,H,VS2,489,4.32
0.58,Ideal,I,SI2,1158,5.38
0.73,Ideal,D,VVS2,4372,5.79
1.3,Premium,F,VS2,9909,7.06
1.01,Premium,H,SI1,3869,6.43
0.36,Very Good,E,SI1,615,4.59
0.7,Good,E,VVS2,2857,5.68
0.41,Good,I,SI2,539,4.7
1.41,Ideal,H,VS1,9752,7.31
1.03,Very Good,G,SI2,4060,6.41
0.31,Ideal,D,VS2,804,4.46
1.2,Very Good,D,SI1,7191,6.81
1.57,Ideal,I,VS2,10462,7.46
1.05,Ideal,G,VS1,6936,6.47
1.02,Premium,I,SI1,4284,6.48
0.51,Good,D,SI2,1180,5.04
0.46,Ideal,F,SI1,983,4.97
0.76,Ideal,D,VS2,3384,5.91
0.99,Ideal,F,SI1,6038,6.33
1.23,Ideal,I,SI1,5855,6.91
1.52,Premium,E,SI2,9576,7.31
0.71,Premium,I,VS2,2300,5.67
0.3,Premium,I,VVS1,552,4.31
2.0,Fair,G,VS2,18515,7.65
1.51,Ideal,E,VS1,17649,7.37
0.3,Ideal,E,VVS2,949,4.33
0.72,Very Good,E,SI2,2573,5.85
0.9,Very Good,G,VS2,4309,6.19
0.38,Premium,D,SI1,941,4.63
1.06,Premium,G,SI1,4903,6.73
1.51,Very Good,G,VS2,12551,7.45
0.53,Ideal,J,VS1,1218,5.2
1.57,Ideal,I,SI1,9555,7.45
0.5,Premium,G,VVS2,1838,5.1
0.77,Premium,J,VS1,2005,5.85
0.43,Ideal,I,IF,1056,4.83
0.9,Premium,G,VS1,4460,6.13
1.01,Premium,J,SI2,3563,6.41
0.32,Very Good,I,VVS1,589,4.32
0.9,Very Good,I,VS2,3445,6.16
1.5,Good,G,IF,13998,7.39
0.8,Ideal,I,VS2,2830,5.94
1.01,Premium,F,SI1,4632,6.33
1.26,Ideal,G,VS2,9399,7.02
1.25,Premium,H,VS2,7246,6.92
1.0,Ideal,H,VVS1,6535,6.37
0.3,Good,J,SI1,351,4.23
0.75,Fair,F,SI2,2102,5.7
0.71,Ideal,H,VVS2,3371,5.72
0.23,Ideal,I,VVS1,414,3.94
0.39,Ideal,G,SI1,675,4.75
0.39,Ideal,D,VS1,1170,4.71
0.5,Premium,E,SI1,1238,4.98
0.41,Ideal,D,VVS2,1356,4.77
0.68,Premium,G,VS2,2081,5.65
1.02,Very Good,H,SI2,3998,6.33
0.31,Very Good,F,VS2,625,4.27
0.3,Premium,H,VS2,473,4.28
1.27,Ideal,J,VS2,5285,6.95
1.21,Premium,E,SI1,7203,6.79
1.1,Very Good,G,IF,9053,6.75
2.5,Very Good,J,SI1,17028,8.58
1.54,Ideal,H,VVS2,12061,7.35
0.94,Very Good,D,SI1,4902,6.41
1.13,Ideal,I,SI2,4481,6.69
0.53,Ideal,F,VS1,1856,5.26
2.07,Ideal,I,SI1,14857,8.12
0.46,Ideal,D,VS2,1388,4.93
3.01,Premium,G,SI2,14220,9.44
0.38,Ideal,I,SI1,668,4.67
0.85,Fair,H,I1,1324,6.2
2.07,Premium,H,SI2,11094,8.3
0.32,Ideal,E,VS2,900,4.43
0.42,Ideal,G,VVS1,1179,4.81
1.01,Ideal,F,SI2,4497,6.4
1.03,Very Good,G,I1,3060,6.41
0.31,Premium,F,SI1,663,4.38
0.51,Very Good,D,SI1,1387,5.08
1.23,Premium,I,VS2,5622,6.87
1.0,Ideal,G,VS2,5887,6.37
0.73,Premium,G,VS2,2581,5.88
0.73,Premium,F,SI1,2504,5.78
0.32,Ideal,H,VS2,523,4.41
1.14,Very Good,E,SI2,5593,6.74
0.7,Very Good,E,SI1,2569,5.64
0.51,Ideal,G,VVS1,1963,5.14
0.39,Premium,G,SI1,936,4.75
0.3,Very Good,D,VS2,710,4.28
2.21,Very Good,J,SI2,12215,8.37
1.23,Premium,G,VS2,5654,6.91
0.37,Ideal,G,VS2,671,4.63
0.71,Premium,G,VS2,2443,5.69
0.43,Ideal,E,SI1,1016,4.9
0.37,Premium,H,VS2,749,4.67
0.42,Premium,G,VS2,847,4.78
0.73,Premium,E,VS2,2812,5.92
0.41,Very Good,G,SI1,735,4.77
0.31,Ideal,E,SI1,660,4.37
0.59,Ideal,D,IF,4916,5.41
2.06,Very Good,J,VS2,13948,8.14
1.43,Ideal,H,VVS2,10129,7.25
1.25,Ideal,G,SI2,5259,6.91
1.52,Premium,F,VS2,13919,7.46
0.59,Very Good,D,SI1,1816,5.38
0.42,Ideal,G,VS1,921,4.79
0.33,Ideal,G,VS2,579,4.46
0.24,Very Good,G,VVS2,449,3.99
0.3,Very Good,E,VVS1,862,4.27
0.31,Ideal,G,VVS1,977,4.33
1.01,Premium,H,VS2,5260,6.41
0.9,Premium,F,SI1,4158,6.13
0.3,Good,G,VVS2,878,4.3
2.01,Very Good,I,VS1,17877,8.02
1.06,Premium,E,VS2,6838,6.52
0.36,Ideal,H,SI1,648,4.58
0.33,Ideal,E,VS2,928,4.54
1.51,Premium,J,SI2,5327,7.46
1.41,Premium,H,VS2,8654,7.17
0.44,Premium,G,SI1,772,4.86
0.51,Ideal,I,VS1,1376,5.1
0.34,Ideal,E,VS1,805,4.45
1.0,Fair,G,VS2,4032,6.31
1.12,Premium,G,VS2,6774,6.81
0.39,Ideal,H,SI1,698,4.69
0.63,Ideal,E,VS2,2513,5.48
0.34,Very Good,E,SI1,596,4.45
2.02,Ideal,H,SI1,12332,8.11
0.24,Ideal,G,VS1,442,3.99
0.7,Ideal,F,VS2,3011,5.7
0.3,Ideal,F,VVS1,857,4.34
2.47,Ideal,J,SI2,15430,8.64
0.77,Ideal,F,SI1,3321,5.88
1.02,Very Good,E,VS1,7253,6.52
0.5,Good,G,VS1,1645,5.12
1.33,Very Good,F,SI1,8163,6.91
0.35,Ideal,E,VS1,945,4.58
1.11,Very Good,I,SI2,4442,6.59
0.7,Ideal,F,SI2,2398,5.65
0.7,Good,E,SI2,2116,5.63
0.41,Premium,E,SI2,683,4.73
0.33,Ideal,E,VVS2,917,4.44
0.52,Ideal,D,SI1,1600,5.17
0.51,Ideal,D,VS2,1882,5.12
0.32,Ideal,D,VS2,758,4.4
1.06,Ideal,D,VS1,9625,6.49
1.07,Good,H,VS2,5758,6.54
0.54,Ideal,G,VS2,1605,5.21
0.36,Ideal,E,SI1,631,4.53
0.33,Ideal,H,VS1,743,4.46
1.65,Ideal,I,VS2,12495,7.59
0.34,Premium,D,SI1,803,4.47
1.5,Good,D,SI2,9173,7.37
0.72,Premium,E,VVS1,3566,5.75
1.01,Good,E,SI1,5251,6.27
0.78,Ideal,I,VS2,2652,5.98
0.36,Premium,I,VS1,568,4.53
0.31,Ideal,E,VS2,680,4.35
0.3,Ideal,H,VS1,526,4.3
0.3,Ideal,H,VVS2,590,4.26
0.3,Premium,E,VVS2,1013,4.29
0.33,Ideal,F,VVS1,880,4.48
0.51,Good,G,VVS2,1800,5.08
0.25,Very Good,E,VVS2,575,4.07
1.02,Very Good,H,SI1,4617,6.34
1.56,Premium,G,VS2,13178,7.4
1.56,Good,H,SI2,7554,7.46
1.02,Ideal,D,SI1,6191,6.41
0.38,Very Good,D,VS2,933,4.63
0.9,Fair,G,SI2,2858,6.06
1.51,Premium,E,VS2,14844,7.28
0.9,Very Good,I,SI1,3220,6.08
0.91,Very Good,G,SI1,4045,6.15
0.5,Ideal,D,VVS2,2482,5.13
0.38,Ideal,H,VS2,703,4.64
0.71,Good,F,SI1,2331,5.57
0.96,Very Good,H,VS2,4136,6.34
0.33,Ideal,G,IF,984,4.43
1.0,Premium,E,VS2,6720,6.38
0.7,Very Good,I,VS1,2274,5.55
1.56,Ideal,H,VS2,11531,7.46
0.56,Ideal,F,VVS1,2510,5.29
0.79,Ideal,E,VS2,3861,5.97
1.31,Ideal,H,VS1,8392,7.0
0.26,Very Good,E,VVS1,597,4.12
0.53,Ideal,E,VS1,2143,5.21
0.33,Ideal,F,VS2,854,4.46
1.0,Premium,E,SI1,5544,6.41
0.51,Ideal,E,SI1,1546,5.18
0.32,Very Good,G,VVS2,672,4.37
0.56,Premium,E,VS2,1915,5.31
0.33,Ideal,G,IF,946,4.45
0.31,Ideal,H,VS1,698,4.36
0.41,Premium,G,VVS1,1230,4.75
0.46,Very Good,G,VS1,1378,5.05
